249,Eleftherios Kapetanakis,Associate Professor,ee@hmu,36,1084.0,15,2,168.0,8.0,0|22,1|20,0|11,0|31,0|38,1|46,0|37,0|33,2|59,1|69,0|58,0|53,1|64,3|53,0|78,0|75,0|115,6|91,4|56,4|28,5|23,2|7,1|3,3|0,1|0,,,,,,,,,,,,,,,,,-,1.5,45.2,24,ee,hmu,0.0,22.0,1.0,20.0,0.0,11.0,0.0,31.0,0.0,38.0,1.0,46.0,0.0,37.0,0.0,33.0,2.0,59.0,1.0,69.0,0.0,58.0,0.0,53.0,1.0,64.0,3.0,53.0,0.0,78.0,0.0,75.0,0.0,115.0,6.0,91.0,4.0,56.0,4.0,28.0,5.0,23.0,2.0,7.0,1.0,3.0,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Eleftherios N. Tiakas,Lab Lecturer,csd@auth,34,709.0,11,9,394.0,11.0,1|49,1|72,1|64,1|74,1|60,4|75,3|86,4|64,4|56,1|27,3|26,3|17,3|16,1|7,2|2,1|0,,,,,,,,,,,,,,,,,,,,,,,,,,-,2.3,47.3,15,csd,auth,1.0,49.0,1.0,72.0,1.0,64.0,1.0,74.0,1.0,60.0,4.0,75.0,3.0,86.0,4.0,64.0,4.0,56.0,1.0,27.0,3.0,26.0,3.0,17.0,3.0,16.0,1.0,7.0,2.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Elena Sarri,Lecturer,eee@uniwa,11,45.0,4,2,23.0,3.0,0|3,0|3,0|6,0|4,0|5,2|2,,3|4,0|2,1|5,0|4,1|0,,,,1|0,,,0|1,0|1,0|2,1|1,,,,,,,,,,,,,,,,,,,,-,0.5,2.1,21,eee,uniwa,0.0,3.0,0.0,3.0,0.0,6.0,0.0,4.0,0.0,5.0,2.0,2.0,,,3.0,4.0,0.0,2.0,1.0,5.0,0.0,4.0,1.0,0.0,,,,,,,1.0,0.0,,,,,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Eleni Christopoulou,Lab Lecturer,cs@ionio,35,572.0,12,7,157.0,7.0,1|27,2|31,2|29,1|14,1|24,0|32,3|36,2|23,5|36,1|22,4|47,1|48,1|44,0|38,0|57,0|32,3|12,5|5,1|0,2|0,,,,,,,,,,,,,,,,,,,,,,-,1.8,30.1,19,cs,ionio,1.0,27.0,2.0,31.0,2.0,29.0,1.0,14.0,1.0,24.0,0.0,32.0,3.0,36.0,2.0,23.0,5.0,36.0,1.0,22.0,4.0,47.0,1.0,48.0,1.0,44.0,0.0,38.0,0.0,57.0,0.0,32.0,3.0,12.0,5.0,5.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Eleni Galiotou,Professor,ice@uniwa,50,254.0,9,10,129.0,6.0,1|18,1|19,0|17,4|24,3|24,1|27,4|21,7|24,3|10,1|11,1|10,0|1,1|4,0|4,2|4,0|2,0|2,3|5,2|1,4|4,1|2,0|1,1|0,1|0,,0|2,,,0|2,1|2,0|1,0|3,,1|0,1|0,,,,,,,-,1.5,7.5,34,ice,uniwa,1.0,18.0,1.0,19.0,0.0,17.0,4.0,24.0,3.0,24.0,1.0,27.0,4.0,21.0,7.0,24.0,3.0,10.0,1.0,11.0,1.0,10.0,0.0,1.0,1.0,4.0,0.0,4.0,2.0,4.0,0.0,2.0,0.0,2.0,3.0,5.0,2.0,1.0,4.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,,,0.0,2.0,,,,,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,
254,Elias B. Kosmatopoulos,Professor,ee@duth,273,7511.0,40,69,3689.0,30.0,7|645,8|637,9|611,13|676,20|573,12|537,15|515,8|393,11|397,12|318,17|377,10|235,11|202,8|177,5|159,6|170,1|117,5|111,3|96,5|92,7|62,8|57,4|68,10|72,7|37,4|19,4|23,3|0,5|0,2|0,2|0,,,,,,,,,,,-,9.1,250.4,30,ee,duth,7.0,645.0,8.0,637.0,9.0,611.0,13.0,676.0,20.0,573.0,12.0,537.0,15.0,515.0,8.0,393.0,11.0,397.0,12.0,318.0,17.0,377.0,10.0,235.0,11.0,202.0,8.0,177.0,5.0,159.0,6.0,170.0,1.0,117.0,5.0,111.0,3.0,96.0,5.0,92.0,7.0,62.0,8.0,57.0,4.0,68.0,10.0,72.0,7.0,37.0,4.0,19.0,4.0,23.0,3.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,
255,Elias Glytsis,Professor,ece@ntua,212,5845.0,41,24,984.0,15.0,3|140,0|159,6|156,9|178,3|175,3|175,0|134,1|186,0|213,1|251,0|267,1|261,1|273,2|267,1|305,5|352,7|331,11|331,9|236,10|206,15|218,4|146,12|137,16|110,5|90,10|118,4|96,11|95,13|97,9|36,12|27,4|18,7|0,2|0,6|0,1|0,1|0,,,,,-,5.9,162.4,36,ece,ntua,3.0,140.0,0.0,159.0,6.0,156.0,9.0,178.0,3.0,175.0,3.0,175.0,0.0,134.0,1.0,186.0,0.0,213.0,1.0,251.0,0.0,267.0,1.0,261.0,1.0,273.0,2.0,267.0,1.0,305.0,5.0,352.0,7.0,331.0,11.0,331.0,9.0,236.0,10.0,206.0,15.0,218.0,4.0,146.0,12.0,137.0,16.0,110.0,5.0,90.0,10.0,118.0,4.0,96.0,11.0,95.0,13.0,97.0,9.0,36.0,12.0,27.0,4.0,18.0,7.0,0.0,2.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,
256,Elias N. Zois,Assistant Professor,eee@uniwa,44,581.0,11,16,284.0,8.0,3|67,1|64,2|53,4|43,4|34,2|23,0|25,3|35,2|35,2|34,3|26,1|19,1|23,1|21,0|15,1|13,2|14,1|7,0|7,0|3,1|2,1|4,1|2,2|0,1|0,1|0,,,,,,,,,,,,,,,,-,1.8,23.2,25,eee,uniwa,3.0,67.0,1.0,64.0,2.0,53.0,4.0,43.0,4.0,34.0,2.0,23.0,0.0,25.0,3.0,35.0,2.0,35.0,2.0,34.0,3.0,26.0,1.0,19.0,1.0,23.0,1.0,21.0,0.0,15.0,1.0,13.0,2.0,14.0,1.0,7.0,0.0,7.0,0.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Elias S. Manolakos,Professor,di@uoa,166,2274.0,24,21,557.0,12.0,4|82,4|79,3|101,3|124,3|89,4|81,4|107,5|94,4|75,3|74,9|94,7|66,8|78,6|74,2|90,1|69,4|97,3|99,4|83,6|98,3|73,5|104,4|80,3|49,5|72,6|39,8|25,9|24,8|8,5|6,5|0,,,1|0,,,,,,,,-,5.0,68.9,33,di,uoa,4.0,82.0,4.0,79.0,3.0,101.0,3.0,124.0,3.0,89.0,4.0,81.0,4.0,107.0,5.0,94.0,4.0,75.0,3.0,74.0,9.0,94.0,7.0,66.0,8.0,78.0,6.0,74.0,2.0,90.0,1.0,69.0,4.0,97.0,3.0,99.0,4.0,83.0,6.0,98.0,3.0,73.0,5.0,104.0,4.0,80.0,3.0,49.0,5.0,72.0,6.0,39.0,8.0,25.0,9.0,24.0,8.0,8.0,5.0,6.0,5.0,0.0,,,,,1.0,0.0,,,,,,,,,,,,,,
258,Elias Stathatos,Professor,ece@uop,186,6892.0,40,51,2782.0,26.0,11|432,8|472,5|421,10|483,9|486,8|477,13|511,20|507,10|418,3|384,6|347,3|378,5|293,4|290,9|223,7|168,5|132,4|145,6|97,7|71,10|39,4|0,2|0,2|0,3|0,,1|0,,,,,,,,,,,,,,,-,7.2,265.1,26,ece,uop,11.0,432.0,8.0,472.0,5.0,421.0,10.0,483.0,9.0,486.0,8.0,477.0,13.0,511.0,20.0,507.0,10.0,418.0,3.0,384.0,6.0,347.0,3.0,378.0,5.0,293.0,4.0,290.0,9.0,223.0,7.0,168.0,5.0,132.0,4.0,145.0,6.0,97.0,7.0,71.0,10.0,39.0,4.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Elisavet Konstantinou,Associate Professor,icsd@aegean,44,519.0,13,4,180.0,8.0,0|18,0|37,1|31,1|37,2|26,0|31,1|40,1|48,3|45,4|47,4|38,6|27,3|16,4|16,3|13,0|9,1|7,3|16,2|2,2|0,,,,,,,,,,,,,,,,,,,,,,-,2.3,27.3,19,icsd,aegean,0.0,18.0,0.0,37.0,1.0,31.0,1.0,37.0,2.0,26.0,0.0,31.0,1.0,40.0,1.0,48.0,3.0,45.0,4.0,47.0,4.0,38.0,6.0,27.0,3.0,16.0,4.0,16.0,3.0,13.0,0.0,9.0,1.0,7.0,3.0,16.0,2.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Emm. Giakoumakis,Professor,cs@aueb,47,524.0,11,4,195.0,7.0,1|28,0|37,0|32,2|48,1|33,0|17,1|26,1|32,0|44,1|25,1|24,0|25,1|22,3|14,1|21,0|13,1|10,0|10,0|9,1|5,0|3,1|0,3|5,0|3,1|5,5|3,1|2,5|1,2|0,0|2,2|3,0|7,2|3,2|1,5|2,1|0,1|0,,,,,-,1.3,14.6,36,cs,aueb,1.0,28.0,0.0,37.0,0.0,32.0,2.0,48.0,1.0,33.0,0.0,17.0,1.0,26.0,1.0,32.0,0.0,44.0,1.0,25.0,1.0,24.0,0.0,25.0,1.0,22.0,3.0,14.0,1.0,21.0,0.0,13.0,1.0,10.0,0.0,10.0,0.0,9.0,1.0,5.0,0.0,3.0,1.0,0.0,3.0,5.0,0.0,3.0,1.0,5.0,5.0,3.0,1.0,2.0,5.0,1.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,7.0,2.0,3.0,2.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0,,,,,,,,
261,Emmanouel (Manos) Varvarigos,Professor,ece@ntua,484,7049.0,40,144,3130.0,25.0,12|500,20|553,25|570,28|563,27|500,32|438,33|480,25|493,18|399,16|521,19|309,21|258,24|222,17|167,19|171,11|125,9|79,8|80,3|81,2|63,9|85,10|72,9|72,13|56,5|21,9|27,8|0,3|0,1|0,4|0,2|0,2|0,,,,,,,,,,-,15.6,227.4,31,ece,ntua,12.0,500.0,20.0,553.0,25.0,570.0,28.0,563.0,27.0,500.0,32.0,438.0,33.0,480.0,25.0,493.0,18.0,399.0,16.0,521.0,19.0,309.0,21.0,258.0,24.0,222.0,17.0,167.0,19.0,171.0,11.0,125.0,9.0,79.0,8.0,80.0,3.0,81.0,2.0,63.0,9.0,85.0,10.0,72.0,9.0,72.0,13.0,56.0,5.0,21.0,9.0,27.0,8.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,
262,Emmanouil (Manolis) Marakakis,Professor,ece@hmu,35,201.0,8,11,52.0,5.0,2|14,3|15,1|7,2|9,2|3,1|3,0|3,1|7,0|1,2|13,0|2,2|7,1|6,0|5,,1|3,4|7,2|3,0|1,0|7,0|2,0|5,0|2,0|2,1|7,0|3,0|9,1|8,1|8,0|12,1|5,1|13,1|5,3|1,,,,1|0,1|0,,,-,0.9,5.3,38,ece,hmu,2.0,14.0,3.0,15.0,1.0,7.0,2.0,9.0,2.0,3.0,1.0,3.0,0.0,3.0,1.0,7.0,0.0,1.0,2.0,13.0,0.0,2.0,2.0,7.0,1.0,6.0,0.0,5.0,,,1.0,3.0,4.0,7.0,2.0,3.0,0.0,1.0,0.0,7.0,0.0,2.0,0.0,5.0,0.0,2.0,0.0,2.0,1.0,7.0,0.0,3.0,0.0,9.0,1.0,8.0,1.0,8.0,0.0,12.0,1.0,5.0,1.0,13.0,1.0,5.0,3.0,1.0,,,,,,,1.0,0.0,1.0,0.0,,,,
263,Emmanouil (Manos) Magkos,Associate Professor,cs@ionio,74,1026.0,16,22,415.0,12.0,5|80,9|83,2|66,0|59,2|59,4|68,0|67,4|64,2|61,5|59,2|66,3|49,5|54,8|46,2|36,3|27,1|21,1|25,5|9,4|6,4|0,1|0,,,,,,,,,,,,,,,,,,,,-,3.5,48.9,21,cs,ionio,5.0,80.0,9.0,83.0,2.0,66.0,0.0,59.0,2.0,59.0,4.0,68.0,0.0,67.0,4.0,64.0,2.0,61.0,5.0,59.0,2.0,66.0,3.0,49.0,5.0,54.0,8.0,46.0,2.0,36.0,3.0,27.0,1.0,21.0,1.0,25.0,5.0,9.0,4.0,6.0,4.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Emmanouil Kalligeros,Assistant Professor,icsd@aegean,50,747.0,17,8,267.0,9.0,0|50,2|49,1|39,2|36,2|43,1|50,0|49,1|42,2|69,3|53,1|53,3|41,1|42,5|54,3|10,3|15,4|9,1|10,1|9,4|7,1|2,2|3,3|0,,,,,,,,,,,,,,,,,,,-,2.3,34.0,22,icsd,aegean,0.0,50.0,2.0,49.0,1.0,39.0,2.0,36.0,2.0,43.0,1.0,50.0,0.0,49.0,1.0,42.0,2.0,69.0,3.0,53.0,1.0,53.0,3.0,41.0,1.0,42.0,5.0,54.0,3.0,10.0,3.0,15.0,4.0,9.0,1.0,10.0,1.0,9.0,4.0,7.0,1.0,2.0,2.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Emmanouil Kriezis,Professor,ee@auth,186,2848.0,30,41,1144.0,18.0,6|171,8|207,7|236,7|189,7|168,6|172,5|229,6|172,9|215,14|194,18|145,2|97,7|70,6|104,5|75,11|92,5|52,7|78,5|30,5|31,6|25,6|16,3|15,,2|0,1|0,2|0,2|0,1|0,,,,,,,1|0,,,1|0,,,-,4.9,74.9,38,ee,auth,6.0,171.0,8.0,207.0,7.0,236.0,7.0,189.0,7.0,168.0,6.0,172.0,5.0,229.0,6.0,172.0,9.0,215.0,14.0,194.0,18.0,145.0,2.0,97.0,7.0,70.0,6.0,104.0,5.0,75.0,11.0,92.0,5.0,52.0,7.0,78.0,5.0,30.0,5.0,31.0,6.0,25.0,6.0,16.0,3.0,15.0,,,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,1.0,0.0,,,,,1.0,0.0,,,,
266,Emmanouil Psarakis,Associate Professor,ceid@upatras,80,1242.0,13,28,789.0,11.0,2|159,7|141,4|133,7|108,6|121,2|126,2|61,6|61,2|51,2|42,1|34,4|23,1|21,4|41,4|23,3|18,1|4,0|1,2|6,1|5,0|4,2|5,0|5,1|2,4|6,2|7,2|10,0|5,,,1|0,1|0,,,,,,,,,,-,2.6,40.1,31,ceid,upatras,2.0,159.0,7.0,141.0,4.0,133.0,7.0,108.0,6.0,121.0,2.0,126.0,2.0,61.0,6.0,61.0,2.0,51.0,2.0,42.0,1.0,34.0,4.0,23.0,1.0,21.0,4.0,41.0,4.0,23.0,3.0,18.0,1.0,4.0,0.0,1.0,2.0,6.0,1.0,5.0,0.0,4.0,2.0,5.0,0.0,5.0,1.0,2.0,4.0,6.0,2.0,7.0,2.0,10.0,0.0,5.0,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
267,Emmanouil Stiakakis,Professor,ai@uom,67,695.0,13,17,521.0,11.0,1|99,2|110,5|88,1|85,4|72,4|64,6|56,4|39,7|33,1|17,8|10,5|4,5|2,,,3|0,,,,,,,,,,,,,,,,,,,,,,,,,,-,4.5,46.3,15,ai,uom,1.0,99.0,2.0,110.0,5.0,88.0,1.0,85.0,4.0,72.0,4.0,64.0,6.0,56.0,4.0,39.0,7.0,33.0,1.0,17.0,8.0,10.0,5.0,4.0,5.0,2.0,,,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Emmanuel C. Tatakis,Professor,ece@upatras,204,2466.0,22,37,1114.0,17.0,8|148,6|164,3|161,6|226,4|199,10|216,8|188,5|203,7|186,6|147,5|114,3|97,3|75,10|55,5|39,14|39,5|34,6|22,4|23,5|12,13|19,15|6,8|23,5|10,6|10,7|7,5|0,1|0,10|0,1|0,,,3|0,3|0,2|0,1|0,,,,,,-,5.8,70.5,35,ece,upatras,8.0,148.0,6.0,164.0,3.0,161.0,6.0,226.0,4.0,199.0,10.0,216.0,8.0,188.0,5.0,203.0,7.0,186.0,6.0,147.0,5.0,114.0,3.0,97.0,3.0,75.0,10.0,55.0,5.0,39.0,14.0,39.0,5.0,34.0,6.0,22.0,4.0,23.0,5.0,12.0,13.0,19.0,15.0,6.0,8.0,23.0,5.0,10.0,6.0,10.0,7.0,7.0,5.0,0.0,1.0,0.0,10.0,0.0,1.0,0.0,,,,,3.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,,,,,,,,,,
269,Emmanuel Drakakis,Professor,ece@hmu,63,924.0,15,5,332.0,10.0,0|55,0|55,0|62,1|50,1|54,3|56,1|55,1|44,1|65,1|67,1|51,4|46,0|54,1|47,6|36,6|21,4|16,9|15,4|15,2|4,0|5,0|1,0|2,0|1,1|4,1|4,1|4,2|4,1|0,3|0,2|0,1|0,1|0,,,,,,,1|0,,-,1.6,23.7,39,ece,hmu,0.0,55.0,0.0,55.0,0.0,62.0,1.0,50.0,1.0,54.0,3.0,56.0,1.0,55.0,1.0,44.0,1.0,65.0,1.0,67.0,1.0,51.0,4.0,46.0,0.0,54.0,1.0,47.0,6.0,36.0,6.0,21.0,4.0,16.0,9.0,15.0,4.0,15.0,2.0,4.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,4.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1.0,0.0,,
270,Emmanuel Koudoumas,Professor,ece@hmu,207,5027.0,39,57,2154.0,26.0,5|427,12|346,11|342,6|352,10|330,13|350,15|391,13|360,9|324,7|279,6|239,3|258,8|178,6|152,9|110,5|81,3|76,4|66,9|72,7|57,6|56,7|50,7|30,4|19,2|20,6|19,3|0,1|0,4|0,4|0,,,,,,,,,,,,-,7.1,173.3,29,ece,hmu,5.0,427.0,12.0,346.0,11.0,342.0,6.0,352.0,10.0,330.0,13.0,350.0,15.0,391.0,13.0,360.0,9.0,324.0,7.0,279.0,6.0,239.0,3.0,258.0,8.0,178.0,6.0,152.0,9.0,110.0,5.0,81.0,3.0,76.0,4.0,66.0,9.0,72.0,7.0,57.0,6.0,56.0,7.0,50.0,7.0,30.0,4.0,19.0,2.0,20.0,6.0,19.0,3.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,
271,Emmanuel Kymakis,Professor,ece@hmu,152,9867.0,52,77,5603.0,41.0,15|1012,12|937,9|970,12|998,16|897,13|772,14|722,11|540,7|495,7|368,4|371,4|357,3|279,3|312,5|233,5|196,3|152,2|105,3|50,3|0,1|0,,,,,,,,,,,,,,,,,,,,,-,7.6,493.4,20,ece,hmu,15.0,1012.0,12.0,937.0,9.0,970.0,12.0,998.0,16.0,897.0,13.0,772.0,14.0,722.0,11.0,540.0,7.0,495.0,7.0,368.0,4.0,371.0,4.0,357.0,3.0,279.0,3.0,312.0,5.0,233.0,5.0,196.0,3.0,152.0,2.0,105.0,3.0,50.0,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Emmanuel Maravelakis,Associate Professor,ee@hmu,70,616.0,14,10,344.0,10.0,2|59,1|57,1|52,3|64,1|48,2|64,3|58,11|71,3|21,4|26,4|19,0|18,0|17,3|20,2|6,4|3,3|0,5|0,1|0,1|0,,,,,,,,,,,,,,,,,,,,,,-,3.7,32.4,19,ee,hmu,2.0,59.0,1.0,57.0,1.0,52.0,3.0,64.0,1.0,48.0,2.0,64.0,3.0,58.0,11.0,71.0,3.0,21.0,4.0,26.0,4.0,19.0,0.0,18.0,0.0,17.0,3.0,20.0,2.0,6.0,4.0,3.0,3.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Epaminondas Mitronikas,Assistant Professor,ece@upatras,81,1153.0,16,22,576.0,13.0,2|78,4|95,5|97,3|105,8|100,0|101,4|130,6|86,6|81,4|79,3|55,11|40,3|23,4|16,3|20,3|18,5|5,1|11,0|10,,1|0,1|0,,1|0,,1|0,,,,,,,,,,,,,,,,-,3.2,46.1,25,ece,upatras,2.0,78.0,4.0,95.0,5.0,97.0,3.0,105.0,8.0,100.0,0.0,101.0,4.0,130.0,6.0,86.0,6.0,81.0,4.0,79.0,3.0,55.0,11.0,40.0,3.0,23.0,4.0,16.0,3.0,20.0,3.0,18.0,5.0,5.0,1.0,11.0,0.0,10.0,,,1.0,0.0,1.0,0.0,,,1.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Ergina Kavallieratou,Professor,icsd@aegean,86,1781.0,25,28,718.0,14.0,3|110,2|143,7|187,10|70,4|104,2|103,2|103,4|130,3|112,1|119,5|113,4|76,2|93,4|52,0|60,2|40,2|24,3|34,3|24,7|20,4|10,3|0,2|0,,1|0,,,,,,,,,,,,,,,,,-,3.6,74.2,24,icsd,aegean,3.0,110.0,2.0,143.0,7.0,187.0,10.0,70.0,4.0,104.0,2.0,103.0,2.0,103.0,4.0,130.0,3.0,112.0,1.0,119.0,5.0,113.0,4.0,76.0,2.0,93.0,4.0,52.0,0.0,60.0,2.0,40.0,2.0,24.0,3.0,34.0,3.0,24.0,7.0,20.0,4.0,10.0,3.0,0.0,2.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Euclid Keramopoulos,Associate Professor,iee@ihu,40,143.0,6,10,69.0,3.0,1|26,4|22,0|7,2|2,2|3,1|9,2|2,0|1,1|7,5|17,4|3,2|3,0|3,1|3,2|2,0|3,,4|12,0|1,3|7,1|1,1|4,1|2,0|2,1|0,,,,,,,,,,,,,,,,,-,1.7,6.0,24,iee,ihu,1.0,26.0,4.0,22.0,0.0,7.0,2.0,2.0,2.0,3.0,1.0,9.0,2.0,2.0,0.0,1.0,1.0,7.0,5.0,17.0,4.0,3.0,2.0,3.0,0.0,3.0,1.0,3.0,2.0,2.0,0.0,3.0,,,4.0,12.0,0.0,1.0,3.0,7.0,1.0,1.0,1.0,4.0,1.0,2.0,0.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Eugenie Foustoucos,Assistant Professor,cs@aueb,19,38.0,4,0,6.0,1.0,0|5,,,,,0|1,0|2,0|4,1|4,,1|4,1|8,3|3,0|2,,1|1,3|2,,3|0,,,,,,,3|0,2|0,1|0,,,,,,,,,,,,,,-,0.7,1.4,27,cs,aueb,0.0,5.0,,,,,,,,,0.0,1.0,0.0,2.0,0.0,4.0,1.0,4.0,,,1.0,4.0,1.0,8.0,3.0,3.0,0.0,2.0,,,1.0,1.0,3.0,2.0,,,3.0,0.0,,,,,,,,,,,,,3.0,0.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Euripides G.M. Petrakis,Professor,ece@tuc,477,5444.0,31,113,2022.0,20.0,10|231,18|325,18|348,20|387,33|338,14|384,20|381,19|388,39|372,25|304,23|283,21|243,21|205,20|203,10|129,18|150,23|136,2|113,4|69,9|68,4|44,5|50,7|44,6|30,1|45,6|31,2|0,1|0,5|0,2|0,,5|0,1|0,1|0,,,,,,,,-,14.5,165.0,33,ece,tuc,10.0,231.0,18.0,325.0,18.0,348.0,20.0,387.0,33.0,338.0,14.0,384.0,20.0,381.0,19.0,388.0,39.0,372.0,25.0,304.0,23.0,283.0,21.0,243.0,21.0,205.0,20.0,203.0,10.0,129.0,18.0,150.0,23.0,136.0,2.0,113.0,4.0,69.0,9.0,68.0,4.0,44.0,5.0,50.0,7.0,44.0,6.0,30.0,1.0,45.0,6.0,31.0,2.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,,,5.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,
278,Euripides Markou,Associate Professor,dib@uth,45,917.0,16,9,345.0,11.0,1|52,1|48,3|87,1|53,3|41,0|63,2|65,3|66,2|94,2|88,3|47,1|33,0|34,3|32,4|49,7|34,3|8,1|0,2|0,1|0,,,,,,,,,,,,,,,,,,,,,,-,2.4,48.3,19,dib,uth,1.0,52.0,1.0,48.0,3.0,87.0,1.0,53.0,3.0,41.0,0.0,63.0,2.0,65.0,3.0,66.0,2.0,94.0,2.0,88.0,3.0,47.0,1.0,33.0,0.0,34.0,3.0,32.0,4.0,49.0,7.0,34.0,3.0,8.0,1.0,0.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Evaggelia Pitoura,Professor,cs@uoi,301,7562.0,44,42,1860.0,24.0,9|283,8|280,2|288,6|327,6|350,11|318,10|338,4|329,9|332,8|338,6|275,7|313,18|342,12|336,10|355,5|355,20|374,16|385,13|341,14|336,9|204,12|158,10|163,9|86,4|75,3|52,13|37,4|0,3|0,,,1|0,,1|0,,,,,,,,-,9.1,229.2,33,cs,uoi,9.0,283.0,8.0,280.0,2.0,288.0,6.0,327.0,6.0,350.0,11.0,318.0,10.0,338.0,4.0,329.0,9.0,332.0,8.0,338.0,6.0,275.0,7.0,313.0,18.0,342.0,12.0,336.0,10.0,355.0,5.0,355.0,20.0,374.0,16.0,385.0,13.0,341.0,14.0,336.0,9.0,204.0,12.0,158.0,10.0,163.0,9.0,86.0,4.0,75.0,3.0,52.0,13.0,37.0,4.0,0.0,3.0,0.0,,,,,1.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,
280,Evaggelos Spyrou,Assistant Professor,cs@uth,133,1437.0,19,64,835.0,15.0,5|143,14|185,14|165,11|125,12|112,8|101,11|91,6|90,3|72,3|53,2|59,4|48,5|52,6|45,9|36,6|22,4|9,,1|0,,,,,,,,,,,,,,,,,,,,,,,-,7.4,79.8,18,cs,uth,5.0,143.0,14.0,185.0,14.0,165.0,11.0,125.0,12.0,112.0,8.0,101.0,11.0,91.0,6.0,90.0,3.0,72.0,3.0,53.0,2.0,59.0,4.0,48.0,5.0,52.0,6.0,45.0,9.0,36.0,6.0,22.0,4.0,9.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Evangelos Dermatas,Associate Professor,ceid@upatras,161,2114.0,20,16,709.0,13.0,3|81,2|93,4|121,4|125,1|141,2|148,2|144,1|119,8|116,7|112,1|97,12|100,13|101,7|83,8|79,15|78,4|65,6|52,6|51,5|45,11|40,5|23,7|17,3|12,3|11,1|11,1|0,,2|0,,2|0,,2|0,1|0,2|0,1|0,,,,,,-,4.6,60.4,35,ceid,upatras,3.0,81.0,2.0,93.0,4.0,121.0,4.0,125.0,1.0,141.0,2.0,148.0,2.0,144.0,1.0,119.0,8.0,116.0,7.0,112.0,1.0,97.0,12.0,100.0,13.0,101.0,7.0,83.0,8.0,79.0,15.0,78.0,4.0,65.0,6.0,52.0,6.0,51.0,5.0,45.0,11.0,40.0,5.0,23.0,7.0,17.0,3.0,12.0,3.0,11.0,1.0,11.0,1.0,0.0,,,2.0,0.0,,,2.0,0.0,,,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,,,,,,,,,,
